id,name,cb_description
19064,Cyrus-Audio,specialist audio company precision hi fi equipment channel audio company premium market position innovative engineering attention design detail
25530,24SevenOffice,ajax web application market accounting invoicing project management file management e mail addition product service partner bank payroll accounting firm integration webex](/organization webex host company market invoice accounting module use market
23102,2D-fab-AB,manufacturer green graphene graphene product production dimensional material powder graphene graphite dry material industry transport medicine electronic energy defense desalination
8367,Utmost,native alternative legacy vendor management system enterprise single solution source engage optimize extend workforce company
3351,Jiffy.ai,software company intelligent integrate platform modern day digital enterprise business automate task intelligent robot scenario change organization staff task critical value system unstructure datum different format cognitive decision algorithm customer automation significant traditional solution rule low automation level complex process
9293,eleXsys-Energy,energy cleantech energy company innovative technology potential electricity network service way flow electricity grid
741,Gemfire,entrepreneurial atmosphere extensive technology base planar semi conductor type processing technology optical solution system integrator innovative new family high performance telecom specialty component company primary operation aerospace support operation additional telecom manufacturing capability
3560,Jobandtalent,demand staff marketplace labor market liquid transparent company flexible way mission reduction unemployment world labor market structure state flexible company flexibility growth liquidity market flexible state labor market worker vulnerable unprotected employment situation platform order labor flexibility beneficial company worker company office plan expansion end year
25024,360-Logistics,"total supplier party logistic online stores fulfillment center middle market fast precise logistic service business owner growth online store operator shipment fulfillment center warehouse area ​​5,000 box employee"
21625,3rd-Eye-Studios,collection technology movie tv game industry veteran atmospheric sophisticated game technology tool game developer group game industry veteran senior position company
126,Joost,major undertaking founder p2p demand video player professional legal programming television service free video advertisement program small type image ad side screen heavy backing medium giant good competitor organization livestation content deal financier forum p/2007/08 widget new open party joost widget online video platform joost download video user browser joost desktop client user demand tv internet addition tv experience interactive tool example user able friend channel interactive display user scene content peer peer technology cost channel owner datum server joost user rest data user user talk hardware manufacturer embed](http://www.techcrunch.com/2007/06/15 joost platform tv box successful tv industry public open update software client entire catalog available
14040,NAVENTIK-GmbH,high precision software solution automobile position diverse sensor system car autonomous drive rural urban area relevant security level
24369,3Shape,global leader digital dentistry state art intra oral scanning solution software dentist dental laboratory country
22957,3TEMP-AB,design service tool equipment coffee industry high quality segment head office knowledge support investment manufacture market high end drip filter coffee brewer segment worth today people industry experience commercial knowledge startup dominant player drip filter coffee brewer segment
25192,42Networks,product system solution solution market telephony product generation product
22815,46elks,number developer globe platform tool developer telephony infrastructure application simple word developer spring
25010,4Subsea,provider technology service operator production subsea oil gas field offshore wind farm expert engineering competence practical experience digital service integrity subsea asset way deck company client major oil gas operator large supplier subsea equipment solution unique digital platform forefront oil gas offshore wind operation
24698,A2O,concept process climate friendly food plant insect product food manufacturing process company inquirie online inquiry form available website
25510,A3P-Biomedical,prostate cancer diagnosis treatment advanced prostate cancer diagnostic main product clinically blood test early detection aggressive prostate cancer test protein marker genetic marker clinical data proprietary algorithm purpose aggressive prostate cancer early stage
25360,AAC-Microtec,space solution system commercial governmental educational customer company manufacture microelectronic system small spacecraft development tool virtual system integration equipment debugger flat satellite µrtu nanortu development kit company satellite system sub system rapid integration architecture product space wire avionic power product arte
155,Just-Eat,vision smart way promise consumer restaurant consumer convenient easy access huge variety delivery restaurant order food restaurant business exposure new revenue stream world leader order early activity continent restaurant network root originate company initial boot strapped growth company launch internationalisation company momentum series investment round significant local team market country energy quality local activity critical success round investment venture capitalist parent company
3602,Nature’s-Fynd,nature food company protein microbe geothermal spring company mission food people planet revolutionary fermentation technology protein fraction land water resource traditional agriculture
24656,Aalbun-Ltd,innovation intellectual property startup intellectual property space service tool secure digital platform single pane glass innovation intellectual property need pricing model mission process innovation innovators world patent filer world startup
2867,Kaptivo,visual collaboration easier efficient remote meeting whiteboard content capabilitie automatic note take remote meeting whiteboard content capabilitie automatic note take business school conjunction collaboration tool productivity content secure
24423,Aapiable.io,portal service customer developer partner portal multiple heterogeneous gateways time organization gateways developer touchpoint pre adaptor management system new product s business need
15785,Maniko-Nails,distributor cosmetic item nail actual nail nail strips glossy finish chip product starter kits manicures pedicure accessory gift
8,JustPark,reinvent parking digital era parking difficult mission easy driver easy parking time stress smart decision big name property assets star app driver parking space real time information price availability restriction direction space location time app total peace mind flip award parking technology parking owner operator efficiency experience increase revenue driveway office hotel hospital local authority commercial car park industry datum solution like intelligent solution side market parking space process able driver good choice option confidence availability frictionless experience park easy journey winner competition sector service customer satisfaction favourite parking app industry digital age
22116,Aava-Mobile,spring team industry expert strong background mobile platform development original design equipment manufacturer open platform flexibility mobile operator user interface content service operator device competitor
23702,abeo,understand unique need anesthesiologist goal level personal service business sophistication complex healthcare environment dedicate revenue sophisticated billing management technology available time practice time life
24280,Abionyx-Pharma,biotechnology company innovative therapy indication effective treatment rare one drug treatment renal ophthalmological disease basis
22624,Absolicon-Solar-Concentrator,solar energy system solar concentrator collector company electricity heat hot tap water heating heat air conditioning desalination process heat application product photovoltaic thermal application hotel hospital apartment building sport center industry airport restaurant supermarket southern
4683,Tracsis,variety datum capture report resource optimisation problem provision range associate professional service product service efficiency cost operational performance decision capability client customer office service project company use video recording way accuracy completeness traffic flow count robust safe reliable video camera system service datum capture analysis client reputation industry leader position collaboration university research departments consultants equipment manufacturers forefront transport datum collection analysis technique time analyst information staff great pride work result survey accurate mean available traffic transport behaviour report result clear concise format requirement resource world class service streamline high quality approach management analysis report important accurate datum issue quality control time market leader video survey technology expert type transport datum collection project coverage team video manual automatic survey analysis comprehensive range service
23585,Abzu,desire fundamental assumption contemporary artificial intelligence analysis insight transparent explainable model datum scientist scientific office
9901,Episode-1,early stage technology company mixture public private money number entrepreneur fund manager small high growth business private investment public money invest seed round m software business potential industry entrepreneur theirselve frank fast approach invest hand supportive role business entrepreneur relevant experience ambitious sector world class talent delegate customer problem entrepreneur data people passion ambition speed significant hurdle way portfolio company software technology marketplace diverse group range industry common theme great founder big market company product client revenue active role company company financing round entrepreneur early stage venture fast company significant valuable entity investment partnership office number portfolio company
24246,Academica,company necessary infrastructure service company core competency business company employee work dependability advanced solution significant cost saving company operation life cycle cost
22631,Acadia-Pharmaceuticals-Inc.,biopharmaceutical company development commercialization small molecule drug treatment central nervous system disorder subsidiarie portfolio product candidate compound pimavanserin separate neurological psychiatric indication collaboration subsidiary indication disease psychosis development adjunctive therapy schizophrenia disease psychosis feasibility study
455,Codat,universal financial service provider company real time connectivity software provider financial institution integrate product small business customer heavy lifting integration provider free integration product small business customer
21651,Acamp,acamp camper community demand campground addition new local landowner small business unused land place camp
3141,Pathee,search engine specific information people current location generation search engine information close one current location
9447,Genius-Sports,global leader sport datum technology distribution commercialization service innovative datum solution league federation partner sporting body world large international federation professional league true partnership approach sport official datum organization commitment sport profitable technical solution partner protection integrity successful commercialization sport datum fundamental continued success industry future sport data sport opportunity
23751,Acarix,research research group award trade association research development collaboration s public support spin company s major shareholder venture capital collaborator fund
22556,Accedo,medium industry world video service provider broadcaster service provider number product brand video service market internal engagement range solution service compelling video experience multiple platform device customer video service distribution special focus video experience consumer video service ™ cloud platform operator broadcaster brands freedom high quality video experience way professional service team able custom video experience type video service provider office customer continent company enterprise customer
382,CoMentis,drug neurovascular disease disease ad age macular degeneration cognitive disorder company merger neurovascular disease franchise
917,24Symbols,solution digital book device internet connection device internet conection smartphone laptop
3255,ABK-Biomedical,clinical market biomaterial treatment option patient hypervascular tumor company interventional radiology procedure embolization
10642,GeoSentric,gypsii market mobile networking platform people place community networks device technology transfer publish location information mobile device office
23648,Accelerace,accelerace world seed accelerator promise international startup growth company company market partner national initiative startup fintech future work digital health help experience serial entrepreneur mentor bootcamp vast network lifetime startup partnership mentor network life science startup email
28,8tracks-Radio,internet radio social network user song playlist track internet radio network alternative tune online mixtape track people music legal radio style manner
21023,Acconeer,high tech startup sensor generation portable device breakthrough technology microradar new world human interaction radar technology human intuitive way surround power main strength skilled experienced team company background mobile industry management position sale business development major international company startup venture capital active location valley
9922,Cylon-Controls,electronic manufacturing platform smart energy solution business unitronuc32 good class control flexible lighting control extensibility ancillary building service real time information building condition powerful energy management
93,Common-Room,build manage community specialized time work technical acuman interpersonal skill content development time effort maximum impact dynamic networked nature community difficult community context time impossible unified intelligence entire community real time insight action report engagement capability team community right time right message manual work time high impact project market community acquisition role community professional term business impact value team contribution business form metric outcome executive order cross organizational understanding support community impact user business
22627,Accumulate,mobile solution mobile service platform secure mobile authentication mobile transaction offering open mobile payment eco system mobile payment mobile device degree payment situation environment technology barcode merchant application platform open platform developer mobile connected application issuer secure client payment generation service secure login digital signature service ticket loyalty coupon voucher gift card
10767,Get-Heli,online marketplace helicopter charter operator request broker fragment market central online marketplace overhead side charter market great margin price end customer booking process fair pricing unstructured request broker operator website mobile app lead time market experience chain end consumer service provider access good landing site book near airport
23887,Acerta-Analytics,machine learn artificial intelligence solution quality control precision manufacturer part automotive highway vehicle complex product datum actionable insight manufacturer product few defect solution manufacturer early indicator future product failure root cause analysis scrap rework throughput customer right decision production product quality profit
3202,Cúram-Software,social program software solution human service labor health social security military agency customer service organization citizen expectation support office
25054,Acknoledger,plagiarism engine platform decentralize approach unique identifier content platform current solution
24057,Acquia,acquia cloud platform digital experience organization world time market customer engagement cross channel relevant high impact digital experience company
5969,AI-XPRT,solution regulatory compliance assurance financial audit world ixprt platform leader company financial service sector automation hitherto manual auditing compliance client account information plethora national regional global financial regulation
23745,Activity-Stream,activity organization efﬁcient business datum actionable intelligence insight real time action activity place organization business system complete synthesized picture business relevance complete view context pattern opportunitie threat right time stakeholder observation advantage current infrastructure system
23837,Actiwave,spin research group lead audio system focus late research acoustic signal process digital audio modern home
427,CruiseWise,wisdom simplicity booking partner crucial time cruise industry recent report booking wake capsize coast cruise significant dip cruise booking number accident time year high point term cruise booking volume detailed information ship size service level construction date photo cabin entertainment facility layout simple responsive overwhelming
6769,Alasco,project controller developer workflow availability financial datum central information source productivity participant method probability error comprehensive transparency fast decision make
23252,Acumem,provider intelligent software performance single- multi core environment customer success benefit multi core technology potential system partnership company multi core market company sale office
22294,Adamant-Health,unique technology disease symptom academic research technology clinician detail visibility patient symptom able treatment company objective long term datum clinical post market study complementary diagnostic tool personalise medication
4294,AllPlants,vegan meal delivery service package recyclable compostable reusable delicious dinner plant live people planet journey hand meal doorstep
2752,Powr-of-You,consumer intelligence tool brand consumer digital footprint brand consumer behavior unified view device platform great marketing roi consumer entire digital life place share revenue reward win win model power traditional datum provider consumer
133,AllPeers,open source software extension browser user file folder web page image link browser peer peer technology user contact item people list user subject line text message item user item notification right hand corner browser window contact button user contact folder image user window link web page page browser tab window location bandwidth speed toolbar button
25307,Adapteva,semiconductor technology company world energy efficient multicore microprocessor architecture order magnitude number core single chip breakthrough architecture immediate impact wide range end user product compact mobile device generation supercomputer multicore architecture new class parallel computer architecture future computing wide range end market compact low power device generation supercomputer parallel programming heterogeneous environment open source approach architecture interface programming information available
23515,ADCendo,biotech company new type anti cancer drug antibody drug conjugate novel target cancer form significant unmet need novel treatment
44,Kong,microservice open source gateway service connectivity platform cloud protocol language agnostic product legacy technology
477,doubleTwist,doubletwist vision medium platform internet prominent venture capital firm individual investor application user day user music video medium doubletwist doubletwist powerful ecosystem medium app end user country blue chip partner doubletwist developer prestigious choice award app withdrawal dream team investor co founder
2274,Estateguru,marketplace property loan sme investment opportunity global investor base digital borderless ecosystem real estate finance different service provider sme investor single marketplace unique financial institution seamless cross border digital service borrower investor team professional different nationality
22995,Addbutment-Dental,unique innovative solution common implant implant position addbutment solution angular handling flexible efficient manner great value dentist dental technician solution type implant global market flexible abutment metallic seal degree way implant system fixation implant safe convenient angle concept product size platform stock component simplifie process time money dentist considerable addition flexible abutment removable ideal difficult case saver solution addbutment efficiency flexibility
23637,addwish,addwish provider wish list service consumer online shop wishlist family friend intuitive interface io mobile app gift easy online retailer addwish webshop plugin addwish functionality website benefit merchant addwish promote product webshop user traffic lead generation
23459,Adenium-Biotech-ApS,biopharmaceutical company development commercialization novel antibiotics treatment multi drug resistant bacterial infection focus treatment nosocomial infection particular complicated urinary tract infection hospital ventilator pneumonia multi drug resistant negative bacteria urinary tract infection negative bacteria particular coli e. coli frequent cause common bacterial infection cholecystitis bacteremia cholangitis clinical infection neonatal coli relative easy hospital strain coli multi resistant able life infection pneumonia hap pnemonia indication negative bacteria particular aeruginosa pneumoniae important cause infection patient host defense mechanism common pathogen patient long frequent cause nosocomial infection pneumonia utis bacteremia complicate aeruginosa pneumoniae strain multi drug resistant rare strain hospital sensitive antibiotic risk healthy individual species baumannii infection ill trauma patient post trauma mortality soldier war common infection bacteraemia wound infection urinary tract infection strain resistant antibiotic difficult novel treatment multi resistant non haemolytic non cytotoxic amino acid antimicrobial peptide lugworm strong selective efficacy negative bacteria broad therapeutic window variant rank program toxicology vivo efficacy profile high variant final lead optimization selection lead product candidate semi virtual biotech company small group expert international scientific advisory board focus program clinical development filing
4,Elastic,open source commercial feature family offering date cumulative download organization power mission critical system use case search log metric security datum fund workforce employee country
20874,Finclude,finclude unique credit scoring system business consumer universal way transactional behavior credit history
13194,DIREVO-Industrial-Biotechnology,customize solution industry development optimization biocatalyst proprietary ultra high throughput screen platform industry chemical biorefinery business product conjunction global leader division shareholder private equity firm private investor
4900,Aptatek-Biosciences,diagnosis monitor inborn disease centralize laboratory core technology aptamer sequence small molecule biomarker blood pressure large range marker laboratory
938,AppExtras,cross promotion network mobile application publisher publisher ability extra cash new application user mobile app publisher earning brand publisher app recommendation
23712,Admazely,advertising technology company easy setup webshop simple option time sensitive commerce professional hassle free integration free risk free solution non convert webshop visitor pay basis company version platform
13195,Cardion,cardion biopharmaceutical company synergistic local gene delivery stem cell engineering tolerance induction capabilitie cardiovascular gene therapy product
154,Arthur,platform productivity machine learning model partner company industry enterprise grade system company
171,Artimi,fables semiconductor company development marketing sale semiconductor software reference design delivery high speed wireless connectivity portable consumer electronic device company silicon solution high bandwidth wireless connectivity ultra wideband technology product controller wireless evaluation kit wireless adaptor reference design kit hard disk drive reference design kit printer reference design kit
401,Ascend,modern payment solution purpose insurance insurance payment end online customer payment premium financing distribution commission carrier payable insurance distributor operation payment friction modern checkout experience customer
21662,Adnavem,logistics technology company cargo owner logistic supplier proprietary tech platform client bespoke logistics solution international trade transport customer benefit direct engagement control transparent market pricing service performance company
22133,adQuota,premium mobile advertisement platform publisher mobile websites application platform tool mobile publication rich mobile advertising experience format app web site mobile device tablet creative technical production publisher reader app user
22706,Adra-Software,software financial process management financial close process accounting finance team quicker well control accuracy solution accounting department overview company balancing process real time
22664,ADS-TEC-Energy,energy storage energy conversion voltage level vehicle electrical system product extensive digital physical service proprietary battery management system inverter thermal management control system complete datum access monitor physical control solution
23661,Advalight,young dynamic company high quality laser equipment dermatological treatment company innovative technology use removal vascular lesion acne treatment skin rejuvenation skin procedure ground product scientific work founder research basis company main focus research development right external partner market dermatological laser collaboration external partner distribution sale channel
22435,AdvanDx,molecular diagnostic test identification pathogen critical infection patient mission provider antibiotic therapy order patient outcome unnecessary antibiotic use hospital cost
850,Peppy,digital health platform underserve area healthcare menopause fertility pregnancy man health woman health employer team members human expert personalise support touch button secure app health journey
25527,Advisus,people advertising campaign job actionable solution revolutionary expert knowledge power step
23619,AeroGuest,mobile adoption mobile guest user interface payment transaction end end commerce platform entire hospitality industry
491,Evolven-Software,evolven redefine change configuration management solution software service solution company stability environment risk production outage low operating cost environment incident investigation time effort
24700,Affibody,affibody biotech company generation product therapy diagnostic imaging application unique proprietary technology platform molecule molecule small robust large number target protein broad range application protein purification inhibition research reagent protein capture detection diagnostic molecular imaging therapeutic
536,Backbone,mobile gaming controller cloud gaming remote play compatible low power low latency gaming device responsive gaming gamer phone controller mobile console pc game location
15821,Opus-Safety,software developer safety management risk assessment survey audits audits survey report e learn staff train client safety standard
24952,Afresh,company software demand order fresh produce grocery store company operator supply chain platform complexity perishable category brick mortar retailer wholesaler platform artificial intelligence machine learn datum point accurate item level prediction future demand recommendation supply chain constraint margin client waste freshness business profitability
22992,Agency9,provider web mobile solution 3d visualisation geographic information map collaboration communication company
5252,LabGenius,biopharmaceutical company protein therapeutic machine learn evolution engine protein engineering platform bleeding edge technology field machine learn synthetic biology robotic
186,Factual,factual location datum company world valuable brand tech company business product engineering team marketer data analyst world accurate comprehensive datum place people product advertising business datum context
1660,Banneya-London,platform exclusive collaboration new way fine jewellery customer centre creative journey customise designer piece banneya fusion technology craftsmanship intricate piece demand
10921,Magnax,yokeless axial flux technology market company value position subsidiary company specific market unique approach axial flux technology ground e mobility subsidiary axial flux technology aerospace
24523,Agente-Imovel-Inteligencia-de-Busca,companion complete home life cycle buy living selling rent financing platform connects´buyer seller broker easy information tool inform well real estate decision home owner market professional price discovery price trend price comparison key platform concept
22030,Ageras,international matchmaking service accounting bookkeeping tax preparation service user review professional objective criterion
621,Base4,innovation development state art technology single molecule analysis cut edge high value technology demonstrable technical commercial feasibility valuable portfolio
21597,Agilefant,study complex collaborative expert work agile method effective traditional approach big planning gilefant advanced open source web tool agile management user base dedicated community tool agilefant scale personal todo list large scale multi team development project way long term product portfolio management true organization wide agility agilefant simple powerful scientific research company unique model adapt team structure project wise assignment team structure rigid way pure tool tool agilefant scale personal todo list large scale multi team development project way long term product portfolio management true organization wide agility single freelance developer large organization agile non agile project non project work agilefant activity time people explicit portfolio degree accuracy work question
24050,Agile-Therapeutics,specialty pharmaceutical company development woman healthcare product low estrogen dose day transdermal contraceptive patch system combination levonorgestrel ethinylestradiol women healthcare company unmet health need woman
25080,Agoprene,materialtech company furniture foam plant fiber petrochemical usage furniture industry foam free petrochemical contact mode mail physical address
23858,agreement24-avtal24,legal service company document automation technology web application legal content legal service consumer business version virtual lawyer market cloud platform unique software easy efficient new market product jurisdiction law question flow user design database agreement complex legal market big opportunity new technology customer experience legal help
320,Foodily,new way recipe broad selection recipe big chef blogger one right business thing cook time calorie ingredient cancer search criterion easy pie time recipe order important community friend great recipe collection way medium note tag tool collection recipe unique taste mood memory favorite bit playlist food friend recipe decision friend recipe result search recipe simple
174,Funding-Circle,business finance investor poor return simple idea business investor attractive return future business easy access funding job local community economy well
288,Beam-Impact,social impact tech company app customer mission brand impact e commerce integration beam partner brand nonprofit value customer nonprofit brand portion purchase additional cost mission community conscious consumer mission brand high impact nonprofit order impact accessible rewarding
494,Beauty-Pie,beauty buyer club member access high quality beauty wellness product transparent factory cost price party supplier premium skincare makeup body care candle fragrance accessory nutritional supplement
103,GenSight-Biologics,gene therapy treatment retinal degenerative disease biopharmaceutical company development commercialization gene therapy treatment retinal degenerative disease recent result team scientific founder company innovative approach retinal degeneration pathological condition vision patient low vision blindness
24463,Agrieye,advice quality quantity fertilizer nutrition plant protection chemical crop subscription base farmer growth cycle safe soil subscriber free drone multispectral camera datum field air hardware opensource datum processing software proprietary available web portal key affordable family farm tool land high efficiency low risk accurate prediction
21673,Agrikaab,mission agrifood tech startup investment agriculture mission new generation farmer food security region job agriculture industry efficient prosperous technology agriculture country economy investment improvement sector profound impact live people local economy
22490,Agro-Intelligence,company founder ceo goal company new agricultural knowledge product technology platform field company main focus new intelligent solution sensor automation agri plant industry company advantage great potential area precision farming automation sustainable effective solution agriculture standard trend industry intelligent machine conventional machine market agrointelli automation intelligent solution distributor machinery producer interest new technology market
13201,Talea,goal high quality life care people need care relative carer able worry stress guilt interaction coordination addition commit communication payer physician pharmacy easy
211,HouseTrip,large holiday rental website property destination easy guest homeowner book list holiday rental property husband wife team night office fund investor
23729,Ahandyhand,large peer peer service provider platform user provider time skill task user client community network unable website dominant meeting point people job person skill time job idea meeting point practical task solution home market central peer peer network platform delivery help assistance task client capable provider advanced search engine qualification relevant provider interested client search postal code main category search result description provider particular provider
415,Big-Health,digital therapeutic company digital healthcare portal digital therapeutic behavioral program mental health issue portal online personalize medicine care sleep improvement program consultation medical professional individual sleep disorder efficient manner
226,BioXell,spinout biomedical chronic inflammatory disease autoimmunity idea founder director scientific career path research unit ceo challenging project year
109,Hutch,good action stunning racing game head office team free game service instinctive aspirational idea stock good bad wide group game communitie digital experience time game feedback player player datum creativity tough theirselve value constant team vital way well game team good bad day team problem time idea free flow execution team small simple hutchie curious nature thing thing well fun place
1256,Predina-Tech,risk vehicle accident location time insurance safety purpose historical crash factor street intersection weather condition time
12,BitPay,enterprise grade bitcoin payment solution business organization restful bitcoin paymet gateway native payment protocol support payment request direct payment communication support solution bitcoin wallet solution hardware security integration user hardware level protection private key generation transaction sign private key strategic processing relationship headquarter
23074,Ahum,leg psychologist art director engineer psychology reception psychologist people psychologist choice therapist market unregulate difficult client right therapy form right therapist person support sensitive situation times energy knowledge suitable therapist public sector remit specialist think somatic care mental healthcare sector people mild moderate mental health chair
1826,BlockFrauds,blockfraud big datum management software workflow business resilience platform machine learn workflow automation single touchpoint datum ecosystem datum collection datum insight company
22401,AiBA,moderator tool real time detection fake profile toxicity massive amount content conversation moderator
25040,Aibel,engineering procurement construction service oil gas renewable energy industry service concept study feed fabrication installation system completion maintenance operational support decommission
1693,Blokur,startup company blockchain platform management monetization creative right mission potential internet creator blockchain platform musician music company right
6163,BONESUPPORT,medical technology company development injectable osteoconductive biomaterial treatment fragility fracture osteoporosis bone voids gap trauma disease surgical procedure company mission health quality life patient bone disorder
107,Blue-Bottle-Coffee,coffee roaster retailer platform coffee subscription doorstep passionate team world simple purpose great coffee cafe home retail business operation
84,bonify,start customer credit scoring financial datum company customer free easy access credit score additional relevant data tool personalize recommendation customer financial situation key executive significant funding vcs successful entrepreneur
287,incident.io,incident management tool incident single channel company workplace management software incident consistent format organization outage platform default solution incident communication channel team discussion update customer user specific role virtual war room incident automate key workflow
24445,Aibidia,aibidia digital transfer pricing management cloud platform shift focus document creation datum entry global value creation insight team multinational team tax lawyer economist data scientist software developer
25277,Aico,accurate financial closing intelligent automation financial manual request deep real time integration multiple system time unmatched visibility ability financial group company feature module process system limitation workaround today
59,BrightHire,performance optimization technology recruiting team platform hide value candidate conversation team role recruiter success candidate intelligence
4656,Brainomix,spin award imaging biomarker physician world well life decision seminal product e collection tool state art algorithm doctor real time interpretation brain scan treatment transfer decision stroke patient patient right treatment right place right time
6,People.ai,artificial intelligence platform enterprise revenue sale marketing customer success team revenue opportunity customer customer contact activity engagement actionable insight revenue team empower sale leader effective team revenue complete picture sale activity sale performance analytic coach feedback pipeline review platform identify buying group marketer clear visualization sale campaign successful opportunity information marketer able persona deal model order marketing effort well campaign roi success service team right people customer post sale team effort activity right opportunity customer true cost customer
21858,Aid-One,start knowledge guidance emergency situation unconscious victim aid rocket science confidence live right tool tool
325,LaserComm,company line business telephone voice datum communication service company company technology foundation new breed photonic component module fiber optic network core competence new ground field dispersion management company product bandwidth reliability cost service long haul ultra long haul carrier
25545,AI-Medical-Technology,power diagnostic solution dermalyser clinical validation decision support tool diagnosis skin cancer
25468,AirForestry,forestry future forest new way air innovative thinning carbon dioxide emission forestry work forest ability carbon forest land forestry access road well forest sustainable society sustainable society main goal main driving force
8416,CrowdJustice,community court communal asset local hospital value human right page pledge possible kind legal action
23902,Airkit,customer engagement platform brand digital customer customer frontend development prebuilt component template web mobile voice brand component asset librarie customer datum core system experience apis integration experience app analytic report user engagement platform debug ship app developer operation datum staging environment app trace app different resolution device frame
6661,BullionVault,platform physical gold silver bullion low cost worth client asset bullion vault system good delivery bullion bar refiner history world professional gold deal good delivery rule member gold investment product client gold property jurisdiction gold client gold internal market client holding unit small single gram client large order professional market bot liquidity way price exchange gold industry key market development body internet technology fund m investment business rare disruptive start industry exchange technology stack open source component company proprietary software startup support contract open solution reliable support company office
