id,name,cb_description,industry1,score1,industry2,score2,industry3,score3,industry4,score4,industry5,score5
246,Iterable,"customer, marketer, market, channel",Sales & CRM,0.6,MarTech,0.514,Sharing Economy,0.507,Telecoms,0.484,Procurement,0.478
19064,Cyrus-Audio,"design, engineering, equipment, audio",Video/Audio,0.555,Manufacturing,0.535,Industrial Tech,0.49,3D Printing,0.488,Hardware,0.471
25530,24SevenOffice,"web, file, module, application",API-First,0.454,Web3,0.296,Cloud Infrastructure,0.295,Platforms,0.292,IoT,0.274
23102,2D-fab-AB,"material, powder, electronic, defense, graphite",Materials,0.615,Hardware,0.432,Nano,0.415,3D Printing,0.404,Chemicals,0.359
8367,Utmost,"vendor, legacy, source",Procurement,0.381,Platforms,0.292,Physical Storage,0.263,Retail,0.253,Creator Economy,0.251
3351,Jiffy.ai,"platform, robot, algorithm, process, automation, processing, software, format, data",Robotics,0.761,Automation,0.73,Industrial IoT,0.646,Autonomous Driving,0.628,Industrial Tech,0.607
9293,eleXsys-Energy,"energy, electricity, flow",Energy Distribution,0.512,Electrification,0.472,Energy Generation,0.472,Energy Efficiency,0.466,Energy Storage,0.463
741,Gemfire,"atmosphere, aerospace",Space Tech,0.549,Carbon Capture,0.359,Carbon Removal,0.344,Autonomous Driving,0.288,AR/MR/VR,0.283
3560,Jobandtalent,"labor, worker, company, office, reduction, employment, unemployment, jobandtalent",Future of Work,0.442,Human Resources,0.439,Productivity,0.428,Procurement,0.421,Sales & CRM,0.399
25024,360-Logistics,"deliver, shipment, box",Logistics,0.517,Supply Chains,0.469,Physical Storage,0.426,Procurement,0.412,Transportation,0.338
21625,3rd-Eye-Studios,"movie, tv, game",Gaming,0.484,Entertainment,0.451,Esports,0.423,Space Tech,0.354,Metaverse,0.334
126,Joost,"platform, peer, livestation, server, internet, desktop, friend, widget, skype, browser, service, type, party, client, chat",Communications,0.608,Social Networks,0.607,Sharing Economy,0.584,Telecoms,0.562,Esports,0.529
14040,NAVENTIK-GmbH,"sensor, system, software, security, solution",Industrial Tech,0.539,IoT,0.508,Cybersecurity,0.501,Security,0.482,Connected Life,0.465
22957,3TEMP-AB,"tool, knowledge, year, experience, quality, end, service",Manufacturing,0.52,Productivity,0.509,Procurement,0.499,Sales & CRM,0.499,Platforms,0.488
22815,46elks,"number, telephony",Communications,0.533,Telecoms,0.45,Healthcare,0.421,Mobile,0.306,5G Networks,0.292
25010,4Subsea,"integrity, experience, expert, competence, forefront, subsea, way",Professional Services,0.482,Sales & CRM,0.449,Human Resources,0.444,LegalTech,0.438,RegTech,0.423
24698,A2O,"inquiry, process, concept, form",Procurement,0.421,Sales & CRM,0.346,Healthcare,0.299,Payments,0.294,Travel,0.262
25510,A3P-Biomedical,"prostate, cancer, protein, product, treatment, stage, blood",Longevity,0.415,Life Sciences,0.397,Healthcare,0.388,Gut Microbiome,0.386,BioTech,0.386
25360,AAC-Microtec,"tool, sub, system, solution, debugger, customer, spacecraft, satellite, space, wire, power",Space Tech,0.6,Hardware,0.584,Industrial Tech,0.528,Industrial IoT,0.522,Productivity,0.481
15383,Shoppero.com,"advertisment, impression",AdTech,0.442,MarTech,0.327,Media,0.316,Creator Economy,0.305,Entertainment,0.301
155,Just-Eat,"round, team, vision, order, world, access, food, nerk, parent, quality, success, leader, series, restaurant, consumer, exposure, activity, variety, delivery, stream",Entertainment,0.539,Sales & CRM,0.536,Sharing Economy,0.504,Esports,0.503,Procurement,0.494
3602,Nature’s-Fynd,"fermentation, microbe",Gut Microbiome,0.367,Food & Beverage,0.212,Semiconductors,0.201,Hardware,0.2,Manufacturing,0.196
24656,Aalbun-Ltd,"patent, innovators, innovation",Deep Tech,0.423,FinTech,0.393,RegTech,0.37,Semiconductors,0.363,LegalTech,0.358
2867,Kaptivo,"conjunction, collaboration, meeting",Productivity,0.366,Communications,0.347,Procurement,0.327,Social Networks,0.281,Entertainment,0.262
24423,Aapiable.io,"customer, need, system, pre, product, service, partner, time",Procurement,0.615,Sales & CRM,0.602,Sharing Economy,0.494,Platforms,0.468,Hardware,0.465
15785,Maniko-Nails,"chip, nail, manicure",Beauty,0.341,Materials,0.301,Semiconductors,0.298,3D Printing,0.268,Manufacturing,0.267
8,JustPark,"office, space, parking, car, app, service, driveway, hotels, park, location",Location Services,0.65,Mobile,0.565,Mobility,0.563,Transportation,0.547,Sharing Economy,0.538
22116,Aava-Mobile,"platform, operator, device, equipment, user, service",Hardware,0.57,Platforms,0.542,Cloud Infrastructure,0.515,IoT,0.513,Telecoms,0.511
23702,abeo,"healthcare, anesthesiologist, service",Healthcare,0.494,MedTech,0.461,Professional Services,0.432,Health Tech,0.413,Beauty,0.398
22624,Absolicon-Solar-Concentrator,"electricity, concentrators, conditioning, heat, energy, heating",Energy Distribution,0.591,Energy Generation,0.589,Energy Efficiency,0.553,Energy Storage,0.524,Electrification,0.52
4683,Tracsis,"capture, control, range, cost, system, collection, datum, provision, technology, expert, recording, transport, service, camera, variety, equipment, manual",Manufacturing,0.587,Industrial Tech,0.579,Hardware,0.568,Video/Audio,0.546,IoT,0.519
9901,Episode-1,"entrepreneur, business, ventures, industry, investment, company, marketplace, partnership, capital, invest, fund, sector, financing, growth, venture, market, portfolio",Professional Services,0.629,FinTech,0.614,DeFi,0.592,Sales & CRM,0.587,Procurement,0.558
24246,Academica,"competency, business, infrastructure, core, employee, service, work, company",Professional Services,0.554,Human Resources,0.543,Industrial IoT,0.543,Future of Work,0.537,Sales & CRM,0.536
22631,Acadia-Pharmaceuticals-Inc.,"psychosis, therapy, disease, disorder, pimavanserin, drug, treatment, schizophrenia",Psychedelics,0.62,Healthcare,0.459,Happiness & Wellbeing,0.364,Life Sciences,0.361,BioTech,0.306
455,Codat,"saas, business, institution, software, product, company",Procurement,0.602,Professional Services,0.568,Sales & CRM,0.538,Physical Storage,0.533,E-commerce,0.515
21651,Acamp,"campground, camp",Travel,0.301,Sharing Economy,0.242,Location Services,0.205,Carbon Capture,0.195,Esports,0.194
3141,Pathee,"location, information, search",Location Services,0.632,Search,0.508,Industrial Tech,0.414,Media,0.405,Procurement,0.403
9447,Genius-Sports,"sport, sporting, league",Esports,0.623,Gaming,0.563,Sport & Wellness,0.507,Entertainment,0.433,Media,0.428
23751,Acarix,"trade, venture, capital, development, shareholder, company",Procurement,0.605,Professional Services,0.541,Sales & CRM,0.518,FinTech,0.497,DeFi,0.49
22556,Accedo,"distribution, industry, world, office, broadcaster, focus, experience, manage, engagement, enterprise, freedom",Media,0.706,Entertainment,0.695,Communications,0.584,Sharing Economy,0.574,Creator Economy,0.574
382,CoMentis,"neurovascular, macular",Neuro,0.279,MedTech,0.173,Metaverse,0.173,Healthcare,0.168,AR/MR/VR,0.166
10642,GeoSentric,"office, place, location, gypsii",Location Services,0.474,Travel,0.42,Sharing Economy,0.361,Telecoms,0.33,Media,0.312
23648,Accelerace,"network, accelerator, scale, help, science, growth, seed",Edge Computing,0.446,Cloud Infrastructure,0.442,Data Infrastructure,0.442,Generative AI,0.442,Cloud Ops,0.442
28,8tracks-Radio,"track, love, song, playlist, music, mixtape, tune, radio",Video/Audio,0.543,Entertainment,0.504,Media,0.409,SexTech,0.389,Creator Economy,0.387
21023,Acconeer,"microradar, sensor, device, position, mobile, location",Location Services,0.473,Mobile,0.379,IoT,0.369,Telecoms,0.367,Connected Life,0.364
9922,Cylon-Controls,"energy, light, hvac",Energy Efficiency,0.509,Energy Distribution,0.452,Energy Generation,0.424,Energy Storage,0.397,Connected Home,0.36
6067,Speckle,"infrastructure, interoperability, software, collaboration, management, versioning, automation",Cloud Ops,0.637,Platforms,0.585,Industrial IoT,0.578,Productivity,0.575,Automation,0.553
93,Common-Room,"impact, team, contribution, build, action, work, time, scale, value, user, outcome, cross, obtain, project, form, development, community",Productivity,0.621,Procurement,0.464,Sales & CRM,0.463,Esports,0.455,Entertainment,0.448
22627,Accumulate,"merchant, voucher, payment, transaction, gift, loyalty, card, coupon, signature, offering",Payments,0.595,Procurement,0.571,E-commerce,0.513,Sales & CRM,0.495,Travel,0.423
10767,Get-Heli,"broker, marketplace, customer, price, booking, market, pricing",Sales & CRM,0.629,Procurement,0.616,E-commerce,0.559,Travel,0.493,Physical Storage,0.488
23887,Acerta-Analytics,"rework, solution, precision, machine, datum, cause, root, quality, failure, scrap, defect",Manufacturing,0.492,Industrial IoT,0.486,Productivity,0.466,Hardware,0.453,Procurement,0.452
3202,Cúram-Software,"customer, solution, military, service, security, health, cúram",Healthcare,0.541,Procurement,0.535,Beauty,0.534,Sales & CRM,0.528,Payments,0.51
24057,Acquia,"platform, building, company, organization",Platforms,0.555,Sharing Economy,0.521,Productivity,0.513,Creator Economy,0.503,Procurement,0.482
5969,AI-XPRT,"account, assurance, audit",Payments,0.379,Sales & CRM,0.358,FinTech,0.352,Cybersecurity,0.344,InsurTech,0.336
23745,Activity-Stream,"business, system, organization, infrastructure, stakeholder, pattern",Procurement,0.553,Sales & CRM,0.504,Productivity,0.49,Platforms,0.472,Crypto,0.466
23837,Actiwave,"actiwave, acoustic, signal",Video/Audio,0.31,Network Infrastructure,0.301,Communications,0.294,Telecoms,0.291,Hardware,0.277
427,CruiseWise,"ship, simplicity, dip, cruise, partner, coast",Travel,0.391,Sharing Economy,0.378,Space Tech,0.375,Procurement,0.358,Logistics,0.355
6769,Alasco,"availability, workflow, developer, productivity",Productivity,0.558,Future of Work,0.522,Developer Tools,0.456,Human Resources,0.447,Cloud Ops,0.446
23252,Acumem,"success, benefit, performance",Human Resources,0.444,Productivity,0.439,Sales & CRM,0.307,Entertainment,0.302,Happiness & Wellbeing,0.285
22294,Adamant-Health,"disease, diagnostic, patient, symptom, medication, treatment",Healthcare,0.682,MedTech,0.44,Health Tech,0.422,Psychedelics,0.396,Happiness & Wellbeing,0.393
4294,AllPlants,"plant, planet, vegan, people",Energy Generation,0.429,Biodiversity,0.423,GreenTech,0.36,Nutrition,0.36,Longevity,0.339
2752,Powr-of-You,"platform, brand, datum, provider, place, roi, consumer, market, revenue",Sharing Economy,0.636,Sales & CRM,0.609,Procurement,0.588,Mobile,0.585,AdTech,0.579
133,AllPeers,"speed, peer, folder, web, text, technology, file, source, extension, browser, software, image",Video/Audio,0.648,Hardware,0.57,Network Infrastructure,0.567,Cloud Infrastructure,0.556,Telecoms,0.539
25307,Adapteva,"microprocessor, architecture, semiconductor, device, chip, multicore, supercomputer",Hardware,0.728,Semiconductors,0.719,Edge Computing,0.538,Industrial IoT,0.529,Deep Tech,0.523
23515,ADCendo,"antibody, conjugate",Longevity,0.17,BioTech,0.169,Life Sciences,0.137,Healthcare,0.13,Cybersecurity,0.107
44,Kong,"platform, service, cloud, microservice",Cloud Ops,0.714,Cloud Computing,0.698,Cloud Infrastructure,0.632,Platforms,0.575,API-First,0.518
477,doubleTwist,"withdrawal, firm, founder, capital, partner, venture, investor",Procurement,0.459,FinTech,0.446,Creator Economy,0.439,Sales & CRM,0.431,Professional Services,0.422
2274,Estateguru,"investment, estate, invest, property, investor",PropTech,0.553,FinTech,0.505,DeFi,0.496,Crypto,0.445,Mobility,0.435
22995,Addbutment-Dental,"implant, dentist, abutment",MedTech,0.363,Healthcare,0.334,Beauty,0.303,Space Tech,0.238,SexTech,0.235
23637,addwish,"benefit, promote, product, gift, friend, user, website, lead, family",Creator Economy,0.578,Sharing Economy,0.533,Social Networks,0.526,Sales & CRM,0.471,Entertainment,0.467
23459,Adenium-Biotech-ApS,"bacteremia, toxicology, antibiotic, infection, bacteria, utis, coli, aeruginosa, pathogen, lugworm, baumannii, cholangitis, diarrhea, peptide, hospital, species, pneumoniae, amino, pneumonia",Gut Microbiome,0.683,Life Sciences,0.537,BioTech,0.499,Longevity,0.482,Healthcare,0.463
4,Elastic,"system, security, power, fund, mission, family, country",Defense,0.605,DeFi,0.545,Web3,0.508,Crypto,0.505,Industrial Tech,0.485
13194,DIREVO-Industrial-Biotechnology,"platform, biocatalyst, chemical, leader, conjunction, product, solution",Nano,0.446,Chemicals,0.437,Hardware,0.418,Materials,0.412,Procurement,0.404
4900,Aptatek-Biosciences,"biomarker, disease, diagnosis",Genomics,0.287,Life Sciences,0.286,Longevity,0.284,Healthcare,0.253,BioTech,0.223
938,AppExtras,"brand, publisher, recommendation",Creator Economy,0.43,Media,0.367,Sharing Economy,0.35,AdTech,0.344,Entertainment,0.322
23712,Admazely,"platform, webshop, commerce, professional, company",Retail,0.61,Platforms,0.585,E-commerce,0.578,Creator Economy,0.568,Sharing Economy,0.518
13195,Cardion,"stem, engineering, gene, cell",BioTech,0.646,Longevity,0.592,Life Sciences,0.562,Genomics,0.527,Semiconductors,0.466
154,Arthur,"industry, productivity, enterprise, partner, company",Future of Work,0.605,Productivity,0.531,Procurement,0.531,Sales & CRM,0.529,Manufacturing,0.529
171,Artimi,"speed, wireless, electronic, printer, adaptor, connectivity, controller",Hardware,0.592,IoT,0.55,Network Infrastructure,0.507,Connected Life,0.496,Telecoms,0.494
401,Ascend,"customer, automate, purpose, distribution, carrier, distributor, commission",Procurement,0.666,Logistics,0.619,Physical Storage,0.618,Sales & CRM,0.614,E-commerce,0.607
21662,Adnavem,"owner, solution, company, trade, market, supplier, pricing",Procurement,0.693,Sales & CRM,0.565,Logistics,0.555,Physical Storage,0.549,Supply Chains,0.545
22133,adQuota,"campaign, production, experience, advertising, display, advertisement, application",AdTech,0.651,MarTech,0.596,Entertainment,0.593,Media,0.592,Sales & CRM,0.522
22706,Adra-Software,"market, accounting, finance",Professional Services,0.591,Sales & CRM,0.546,FinTech,0.538,RegTech,0.49,DeFi,0.485
22664,ADS-TEC-Energy,"level, solution, vehicle, datum, system, storage, conversion, product, service, access",Hardware,0.584,Industrial IoT,0.529,Industrial Tech,0.527,Cloud Infrastructure,0.521,Procurement,0.514
23661,Advalight,"removal, rejuvenation, procedure, treatment, lesion",Healthcare,0.261,Death Tech,0.19,Longevity,0.176,Entertainment,0.175,Happiness & Wellbeing,0.157
22435,AdvanDx,"infection, pathogen, hospital",Healthcare,0.443,Gut Microbiome,0.328,Health Tech,0.237,MedTech,0.214,Life Sciences,0.196
850,Peppy,"fertility, menopause, pregnancy",FemTech,0.545,SexTech,0.347,FamilyTech,0.315,Nutrition,0.279,Longevity,0.279
23619,AeroGuest,"hospitality, interface, industry, commerce",Travel,0.609,Fashion,0.551,Physical Storage,0.54,Beauty,0.534,Retail,0.533
491,Evolven-Software,"outage, stability, software, monitoring",Security,0.405,Cybersecurity,0.39,Connected Life,0.381,Industrial Tech,0.38,Edge Computing,0.379
24700,Affibody,"image, capture, range, detection, diagnostic, robust, imaging, target",Security,0.518,Robotics,0.488,Autonomous Driving,0.485,Computer Vision,0.47,Industrial Tech,0.451
536,Backbone,"console, pc, backbone, launch, controller",Gaming,0.302,Hardware,0.294,Network Infrastructure,0.245,Robotics,0.245,Metaverse,0.22
15821,Opus-Safety,"audits, staff, train, management",Human Resources,0.543,Productivity,0.453,Sales & CRM,0.422,Security,0.411,Professional Services,0.394
24952,Afresh,"business, order, wholesaler, item, company, margin, retailer, profitability, demand, supply, freshness, constraint, store, grocery, produce",Physical Storage,0.707,Procurement,0.706,Logistics,0.699,Supply Chains,0.681,Sales & CRM,0.648
22992,Agency9,"visualisation, map",Location Services,0.337,Business Intelligence,0.261,AR/MR/VR,0.24,Autonomous Driving,0.234,Analytics,0.225
5252,LabGenius,"platform, robotic, edge, machine, engine, company",Robotics,0.627,Industrial IoT,0.583,Automation,0.567,Autonomous Driving,0.565,Manufacturing,0.549
186,Factual,"team, datum, people, world, data",Productivity,0.376,Data Infrastructure,0.373,Future of Work,0.366,Business Intelligence,0.364,Data Management,0.359
1660,Banneya-London,"customer, demand, designer, craftsmanship, journey, jewellery",Procurement,0.634,Fashion,0.606,E-commerce,0.604,Beauty,0.593,Sales & CRM,0.587
10921,Magnax,"flux, e, value, market",Procurement,0.341,Sales & CRM,0.341,DeFi,0.314,Crypto,0.314,FinTech,0.304
24523,Agente-Imovel-Inteligencia-de-Busca,"broker, owner, price, financing, seller, sell, market",Procurement,0.588,Sales & CRM,0.569,Professional Services,0.483,DeFi,0.46,Physical Storage,0.444
621,Base4,"analysis, edge, value, portfolio, art",Design,0.506,Business Intelligence,0.478,Creator Economy,0.453,Analytics,0.449,Computer Vision,0.446
21597,Agilefant,"question, web, plan, scale, user, assignment, approach, gilefant, model, accuracy, study, method, source, project, todo, research, activity, term",Productivity,0.566,Business Intelligence,0.564,Search,0.564,Sales & CRM,0.55,Analytics,0.533
24050,Agile-Therapeutics,"specialty, woman, product, development, company",Beauty,0.598,Professional Services,0.588,Sales & CRM,0.493,Procurement,0.489,Retail,0.472
25080,Agoprene,"furniture, fiber, foam, materialtech",Materials,0.578,3D Printing,0.551,Design,0.439,Fashion,0.437,Manufacturing,0.435
23858,agreement24-avtal24,"platform, document, version, web, technology, database, automation, cloud, software, application",Cloud Infrastructure,0.697,Platforms,0.669,Data Infrastructure,0.654,Data Storage,0.633,Cloud Computing,0.627
320,Foodily,"calorie, ingredient, chef, food, recipe, pie, refining",Nutrition,0.576,Food & Beverage,0.562,Logistics,0.429,Manufacturing,0.425,Gut Microbiome,0.425
174,Funding-Circle,"funding, lending, investor, finance",FinTech,0.619,DeFi,0.597,Economic Empowerment,0.555,RegTech,0.458,Payments,0.443
288,Beam-Impact,"mission, app, tech, nonprofit, community",Social Impact,0.573,Platforms,0.549,Sharing Economy,0.538,Creator Economy,0.527,Social Networks,0.5
494,Beauty-Pie,"accessory, buyer, beauty, supplier, product, candle, body, fragrance, factory, care, quality",Beauty,0.622,Fashion,0.584,E-commerce,0.5,Procurement,0.479,Manufacturing,0.461
103,GenSight-Biologics,"therapy, degeneration, disease, condition, gene, patient, treatment",Healthcare,0.548,Longevity,0.508,BioTech,0.378,Life Sciences,0.359,Psychedelics,0.337
24463,Agrieye,"farm, plant, fertilizer, soil, land, farmer, crop, drone",AgTech,0.638,Defense,0.565,Industrial Tech,0.551,Energy Generation,0.536,Biodiversity,0.516
21673,Agrikaab,"agriculture, agrifood, farmer",AgTech,0.577,Food & Beverage,0.515,Energy Generation,0.433,Industrial Tech,0.426,Biodiversity,0.423
22490,Agro-Intelligence,"platform, knowledge, distributor, advantage, industry, solution, company, founder, standard, machine, product, trend, producer, goal, ceo, market",Sales & CRM,0.604,Procurement,0.599,Creator Economy,0.584,MarTech,0.58,Retail,0.58
13201,Talea,"worry, life, stress, guilt, goal, care, quality",Happiness & Wellbeing,0.611,SexTech,0.581,FamilyTech,0.46,Disinformation,0.435,FemTech,0.402
211,HouseTrip,"office, wife, team, website, book, husband, list",Creator Economy,0.419,Death Tech,0.402,Travel,0.395,Sales & CRM,0.379,Future of Work,0.379
23729,Ahandyhand,"platform, skill, code, solution, engine, time, category, point, result, help, meeting, qualification, assistance, service, home, task, market, description, job, idea",Platforms,0.577,Productivity,0.571,Search,0.547,Industrial IoT,0.538,API-First,0.534
415,Big-Health,"therapeutic, medicine, sleep, disorder, health",Psychedelics,0.571,Healthcare,0.559,Happiness & Wellbeing,0.549,Sport & Wellness,0.438,Life Sciences,0.426
226,BioXell,"autoimmunity, disease",Gut Microbiome,0.169,Healthcare,0.15,Nutrition,0.146,Longevity,0.133,Psychedelics,0.119
109,Hutch,"team, racing, head, group, fun, nature, time, office, play, datum, experience, player, game, meet, place, service, community",Esports,0.525,Gaming,0.497,Sharing Economy,0.465,Travel,0.436,Space Tech,0.432
1256,Predina-Tech,"street, weather, intersection, location",Location Services,0.543,Mobility,0.457,Transportation,0.431,Infrastructure Tech,0.427,Autonomous Driving,0.347
12,BitPay,"relationship, wallet, payment, gateway, transaction, sign, paymet, processing, integration",Payments,0.696,Procurement,0.536,Sales & CRM,0.524,API-First,0.508,FinTech,0.475
23074,Ahum,"psychology, therapy, psychologist, director, therapist",Healthcare,0.429,Professional Services,0.423,Happiness & Wellbeing,0.399,Psychedelics,0.37,Sport & Wellness,0.353
1826,BlockFrauds,"touchpoint, collection, datum, insight, software, learn, data, blockfraud",Business Intelligence,0.495,Big Data,0.462,API-First,0.457,Analytics,0.454,Video/Audio,0.441
22401,AiBA,toxicity,Psychedelics,0.264,Healthcare,0.216,Longevity,0.213,Entertainment,0.212,Disinformation,0.201
25040,Aibel,"completion, maintenance, decommission",Circular Economy,0.398,Manufacturing,0.368,Data Centers,0.337,Procurement,0.335,Productivity,0.322
1693,Blokur,"platform, creator, mission, management, company, internet",Creator Economy,0.706,Platforms,0.657,Sharing Economy,0.591,Social Networks,0.548,Design,0.544
6163,BONESUPPORT,"bone, fracture, osteoporosis",Nutrition,0.331,Sport & Wellness,0.307,FemTech,0.285,Healthcare,0.283,Longevity,0.258
107,Blue-Bottle-Coffee,"roaster, coffee, cafe",Food & Beverage,0.321,Energy Efficiency,0.252,Beauty,0.252,Travel,0.245,Sharing Economy,0.244
84,bonify,"customer, tool, vcs, recommendation, situation, datum, credit, company",Sales & CRM,0.671,Procurement,0.617,Professional Services,0.564,Physical Storage,0.545,E-commerce,0.537
287,incident.io,"communication, solution, war, discussion, customer, user, incident",Communications,0.478,Social Networks,0.474,Sales & CRM,0.439,Procurement,0.426,Security,0.42
24445,Aibidia,"focus, datum, shift, entry, management, transfer",Productivity,0.458,Human Resources,0.423,Sales & CRM,0.418,Future of Work,0.382,Industrial IoT,0.381
25277,Aico,"request, system, process, automation, manual",Automation,0.5,Industrial Tech,0.486,Industrial IoT,0.474,Robotics,0.463,API-First,0.461
59,BrightHire,"recruiter, team, candidate, role, recruiting",Human Resources,0.506,Sales & CRM,0.42,Professional Services,0.387,Procurement,0.355,Productivity,0.335
4656,Brainomix,"doctor, patient, biomarker, physicians, treatment",Healthcare,0.621,Life Sciences,0.488,Longevity,0.463,Health Tech,0.446,MedTech,0.414
6,People.ai,"pipeline, campaign, opportunity, customer, feedback, drive, marketing, information, success, model, roi, service, marketer, revenue, enterprise, performance",Sales & CRM,0.826,MarTech,0.655,Procurement,0.57,AdTech,0.557,Professional Services,0.55
21858,Aid-One,"victim, situation, aid, emergency",Security,0.423,Healthcare,0.38,Social Impact,0.327,InfoSec,0.274,Death Tech,0.273
325,LaserComm,"network, communication, carrier, line, telephone, dispersion, service, field, voice",Telecoms,0.742,Communications,0.729,5G Networks,0.625,Mobile,0.581,Hardware,0.579
25545,AI-Medical-Technology,"tool, dermalyser",Manufacturing,0.184,Industrial IoT,0.166,Business Intelligence,0.165,API-First,0.149,Automation,0.136
25468,AirForestry,"forestry, forest",Biodiversity,0.418,Carbon Removal,0.386,Carbon Capture,0.336,Energy Generation,0.318,Autonomous Driving,0.309
8416,CrowdJustice,"page, pledge, action, community",Social Impact,0.386,Social Networks,0.334,Sharing Economy,0.322,Death Tech,0.3,Web3,0.283
23902,Airkit,"brand, asset, ship, customer, operation, datum, user, experience, optimize, voice, component, data",Hardware,0.614,Sales & CRM,0.612,Procurement,0.596,Telecoms,0.572,Industrial IoT,0.551
6661,BullionVault,"platform, business, build, industry, history, company, startup, technology, start, client, software, development",Design,0.627,Platforms,0.622,Procurement,0.61,Mobile,0.61,FinTech,0.599
518,Kaggle,"aviation, scientist, problem, machine, result, technology, information, science, application, data",Space Tech,0.579,Industrial Tech,0.55,Industrial IoT,0.54,Autonomous Driving,0.539,MedTech,0.525
22911,Airolit,"drone, airolit, research, technology",Defense,0.452,AgTech,0.42,Robotics,0.391,Autonomous Driving,0.376,Carbon Capture,0.373
2098,Gnergy,"efficiency, energy, emission, occupancy, cost",Climate Tech/CleanTech,0.611,Energy Efficiency,0.591,Energy Storage,0.564,Carbon Removal,0.532,GreenTech,0.532
24136,Airstone,"latency, network, datacenter",Edge Computing,0.561,5G Networks,0.47,Data Storage,0.421,Cloud Infrastructure,0.385,Telecoms,0.368
550,JuiceBox-Games,"team, character, heroes, inspiration, mission",Space Tech,0.364,Productivity,0.357,Entertainment,0.343,Design,0.339,Future of Work,0.333
1306,Capitall,"brand, money, fintech, financial, investment, wealth, income",FinTech,0.651,Fashion,0.587,Payments,0.587,DeFi,0.586,Design,0.564
22581,Airtame,"signage, screen, device, wall",Communications,0.398,Mobile,0.35,Social Networks,0.345,Security,0.339,Location Services,0.338
23325,Airzyme,"biocatalyst, enzyme",Life Sciences,0.266,BioTech,0.259,Chemicals,0.218,Nano,0.19,Genomics,0.183
21737,Aito-Technologies,"customer, understand, relationship, context, leader, business, network, management, service",Sales & CRM,0.692,Communications,0.561,Procurement,0.56,Telecoms,0.54,MarTech,0.532
475,King.com,"appeal, world, time, value, player, game, language, entertainment, games",Gaming,0.555,Entertainment,0.541,Esports,0.496,Design,0.443,Metaverse,0.441
13500,vr-on,"cloud, enterprise, industry, application, reality, technology",Cloud Infrastructure,0.72,Data Centers,0.685,Cloud Computing,0.681,Data Storage,0.652,Edge Computing,0.638
21718,Aivero,"machine, automation, service, robotic, human",Robotics,0.791,Automation,0.714,Industrial Tech,0.706,Industrial IoT,0.634,Future of Work,0.632
520,"Centrify-(now-Delinea,-Inc.)","access, identity, security, approach, perimeter, power, defend",Cybersecurity,0.66,Security,0.6,InfoSec,0.558,Defense,0.547,Network Infrastructure,0.458
222,Certess,"tool, team, company, combination, product, chip, quality, engineer, respin, way",Manufacturing,0.67,Procurement,0.583,3D Printing,0.57,Industrial IoT,0.54,Semiconductors,0.528
23399,Akebia-Therapeutics,"ischemia, hypertriglyceridemia, anemia",Nutrition,0.271,Healthcare,0.251,Gut Microbiome,0.24,FemTech,0.214,Longevity,0.21
40,Chord,"business, entrepreneur, management, product, governance, commerce, service",Professional Services,0.682,Sales & CRM,0.614,Food & Beverage,0.614,Procurement,0.597,Retail,0.593
